"date","height"
2025-01-28 21:15:00,1.37
2025-01-28 21:30:00,1.37
2025-01-28 21:45:00,1.37
2025-01-28 22:00:00,1.37
2025-01-28 22:15:00,1.38
2025-01-28 22:30:00,1.37
2025-01-28 22:45:00,1.37
2025-01-28 23:00:00,1.37
2025-01-28 23:15:00,1.37
2025-01-28 23:30:00,1.37
2025-01-28 23:45:00,1.37
2025-01-29,1.37
2025-01-29 00:15:00,1.37
2025-01-29 00:30:00,1.37
2025-01-29 00:45:00,1.38
2025-01-29 01:00:00,1.38
2025-01-29 01:15:00,1.38
2025-01-29 01:30:00,1.38
2025-01-29 01:45:00,1.38
2025-01-29 02:00:00,1.38
2025-01-29 02:15:00,1.38
2025-01-29 02:30:00,1.38
2025-01-29 02:45:00,1.38
2025-01-29 03:00:00,1.38
2025-01-29 03:15:00,1.38
2025-01-29 03:30:00,1.38
2025-01-29 03:45:00,1.38
2025-01-29 04:00:00,1.38
2025-01-29 04:15:00,1.39
2025-01-29 04:30:00,1.38
2025-01-29 04:45:00,1.38
2025-01-29 05:00:00,1.38
2025-01-29 05:15:00,1.38
2025-01-29 05:30:00,1.38
2025-01-29 05:45:00,1.39
2025-01-29 06:00:00,1.38
2025-01-29 06:15:00,1.39
2025-01-29 06:30:00,1.39
2025-01-29 06:45:00,1.39
2025-01-29 07:00:00,1.39
2025-01-29 07:15:00,1.39
2025-01-29 07:30:00,1.39
2025-01-29 07:45:00,1.39
2025-01-29 08:00:00,1.39
2025-01-29 08:15:00,1.39
2025-01-29 08:30:00,1.39
2025-01-29 08:45:00,1.39
2025-01-29 09:00:00,1.39
2025-01-29 09:15:00,1.39
2025-01-29 09:30:00,1.39
2025-01-29 09:45:00,1.39
2025-01-29 10:00:00,1.39
2025-01-29 10:15:00,1.39
2025-01-29 10:30:00,1.39
2025-01-29 10:45:00,1.39
2025-01-29 11:00:00,1.4
2025-01-29 11:15:00,1.39
2025-01-29 11:30:00,1.4
2025-01-29 11:45:00,1.39
2025-01-29 12:00:00,1.4
2025-01-29 12:15:00,1.39
2025-01-29 12:25:00,1.4
2025-01-29 12:29:00,1.39
2025-01-29 12:30:00,1.39
2025-01-29 12:45:00,1.4
2025-01-29 13:00:00,1.39
2025-01-29 13:15:00,1.4
2025-01-29 13:30:00,1.39
2025-01-29 13:45:00,1.39
2025-01-29 14:00:00,1.39
2025-01-29 14:15:00,1.4
2025-01-29 14:20:00,1.4
2025-01-29 14:24:00,1.4
2025-01-29 14:30:00,1.39
2025-01-29 14:40:00,1.4
2025-01-29 14:44:00,1.39
2025-01-29 14:45:00,1.39
2025-01-29 15:00:00,1.4
2025-01-29 15:15:00,1.4
2025-01-29 15:30:00,1.4
2025-01-29 15:40:00,1.4
2025-01-29 15:44:00,1.4
2025-01-29 15:45:00,1.4
2025-01-29 15:50:00,1.4
2025-01-29 15:54:00,1.4
2025-01-29 16:00:00,1.4
2025-01-29 16:15:00,1.4
2025-01-29 16:15:00,1.4
2025-01-29 16:19:00,1.4
2025-01-29 16:25:00,1.4
2025-01-29 16:29:00,1.4
2025-01-29 16:30:00,1.4
2025-01-29 16:45:00,1.39
2025-01-29 16:55:00,1.4
2025-01-29 16:59:00,1.39
2025-01-29 17:00:00,1.39
2025-01-29 17:10:00,1.4
2025-01-29 17:14:00,1.4
2025-01-29 17:15:00,1.4
2025-01-29 17:30:00,1.4
2025-01-29 17:45:00,1.4
2025-01-29 17:45:00,1.4
2025-01-29 17:54:00,1.4
2025-01-29 18:00:00,1.4
2025-01-29 18:15:00,1.39
2025-01-29 18:30:00,1.4
2025-01-29 18:45:00,1.4
2025-01-29 18:55:00,1.4
2025-01-29 18:59:00,1.4
2025-01-29 19:00:00,1.4
2025-01-29 19:15:00,1.4
2025-01-29 19:30:00,1.4
2025-01-29 19:45:00,1.4
2025-01-29 19:45:00,1.4
2025-01-29 19:49:00,1.4
2025-01-29 19:55:00,1.4
2025-01-29 19:59:00,1.4
2025-01-29 20:00:00,1.4
2025-01-29 20:15:00,1.4
2025-01-29 20:30:00,1.39
2025-01-29 20:45:00,1.4
2025-01-29 20:45:00,1.4
2025-01-29 20:49:00,1.4
2025-01-29 21:00:00,1.4
